"peak_rank","points","year","artist_name","song_title","initial_match","falsetto","gender","register","genre","spoken","pandora_id","preview_url"
33,433,1958,"Perry Como","Love Makes The World Go Round","True",NULL,NULL,NULL,NULL,NULL,NULL,NULL
47,314,1958,"Perry Como","Mandolins in the Moonlight","True",NULL,NULL,NULL,NULL,NULL,NULL,NULL
29,509,1958,"Perry Como","Moon Talk","True",NULL,NULL,NULL,NULL,NULL,NULL,NULL
67,116,1958,"Polly Bergen","Come Prima (Koma Preema)","False",NULL,NULL,NULL,NULL,NULL,NULL,NULL
7,1064,1958,"The Poni-Tails","Born Too Late","True",0,"female",6,"Pop",2,10692441,NULL
85,21,1958,"Poni-Tails","Seven Minutes In Heaven","False",0,"female",6,"Pop",2,10692441,NULL
39,428,1958,"Quaker City Boys","Teasin'","False",NULL,NULL,NULL,NULL,NULL,NULL,NULL
79,28,1958,"Ray Charles and his Orchestra","Rockhouse (Part 2)","False",NULL,NULL,NULL,NULL,NULL,NULL,NULL
71,88,1958,"Ray Price","City Lights","True",0,"male",5,"Country",3,47090,NULL
92,9,1958,"Ray Price","Invitation To The Blues","True",0,"male",6,"Country",0,917851,NULL
30,438,1958,"Raymond Lefevre and His Orchestra","The Day The Rains Came","False",NULL,NULL,NULL,NULL,NULL,NULL,NULL
10,1164,1958,"Orchestra & Reg Owen","Manhattan Spiritual","True",NULL,NULL,NULL,NULL,NULL,NULL,NULL
10,1194,1958,"Ricky Nelson","I Got A Feeling","True",0,"male",6,"Pop",0,42691,NULL
7,1458,1958,"Ricky Nelson","Lonesome Town","True",0,"male",7,"Pop",0,42693,NULL
1,902,1958,"Ricky Nelson","Poor Little Fool","True",0,"male",5,"Pop",0,42695,NULL
42,341,1958,"Ritchie Valens","Come On Let's Go","True",0,"male",9,"Pop",0,137376,NULL
2,1727,1958,"Ritchie Valens","Donna","True",2,"male",9,"Pop",0,137346,NULL
22,847,1958,"Ritchie Valens","La Bamba","True",0,"male",7,"Pop",3,137343,NULL
93,12,1958,"Robert & Johnny","I Believe In You","True",NULL,NULL,NULL,NULL,NULL,NULL,NULL
62,369,1958,"Robert Mitchum","Ballad Of Thunder Road","True",0,"male",5,"Pop",3,271625,NULL
5,1355,1958,"Robin Luke","Susie Darlin'","True",0,"male",4,"Pop",0,5149055,NULL
10,1105,1958,"Roger Williams","Near You","True",NULL,NULL,NULL,NULL,NULL,NULL,NULL
71,50,1958,"Roger Williams","The World Outside","False",NULL,NULL,NULL,NULL,NULL,NULL,NULL
45,470,1958,"Roy Hamilton","Pledging My Love","True",NULL,NULL,NULL,NULL,NULL,NULL,NULL
78,38,1958,"Royal Teens","Harvey's Got A Girl Friend","False",NULL,NULL,NULL,NULL,NULL,NULL,NULL
24,434,1958,"Ruth Brown","This Little Girl's Gone Rockin'","True",0,"female",6,"R&B",0,292292,NULL
26,831,1958,"Sam Cooke","Love You Most Of All","True",0,"male",7,"R&B",2,176078,NULL
33,798,1958,"Sam Cooke","(What A) Wonderful World","True",0,"male",5,"Pop",0,6447391,NULL
24,159,1958,"Sheb Wooley","Purple People Eater, The","True",0,"male",3,"Pop",2,5128141,NULL
94,11,1958,"Sonny James","You Got That Touch","True",NULL,NULL,NULL,NULL,NULL,NULL,NULL
44,105,1958,"Stan Freberg","Green Christmas","True",NULL,NULL,NULL,NULL,NULL,NULL,NULL
97,7,1958,"Steve Lawrence","Many A Time","True",NULL,NULL,NULL,NULL,NULL,NULL,NULL
62,255,1958,"Tab Hunter","Jealous Heart","False",NULL,NULL,NULL,NULL,NULL,NULL,NULL
97,4,1958,"Tennessee Ernie Ford & The Billy Liebert Band","Sunday","True",0,"male",4,"Country",2,7434670,NULL
99,2,1958,"Teresa Brewer","Pickle up a Doodle","True",NULL,NULL,NULL,NULL,NULL,NULL,NULL
38,148,1958,"Teresa Brewer","Hula Hoop Song, The","True",0,"female",7,"Pop",0,7411552,NULL
98,3,1958,"The 5 Chanels","Reason, The","True",3,"female",8,"R&B",0,5757363,NULL
51,411,1958,"The Accents","Wiggle Wiggle","True",0,"male",4,"Pop",0,10703610,NULL
98,3,1958,"The Ames Brothers","Little Serenade (Piccolissima Serenata)","True",NULL,NULL,NULL,NULL,NULL,NULL,NULL
45,340,1958,"The Ames Brothers","No One But You (In My Heart)","True",NULL,NULL,NULL,NULL,NULL,NULL,NULL
17,941,1958,"The Ames Brothers","Pussy Cat","True",NULL,NULL,NULL,NULL,NULL,NULL,NULL
37,500,1958,"The Ames Brothers","Red River Rose","True",NULL,NULL,NULL,NULL,NULL,NULL,NULL
90,11,1958,"The O'Neill Brothers Group","Stay Stay Stay","True",0,"#N/A",0,"Pop",0,6480123,NULL
16,926,1958,"Applejacks","Mexican Hat Rock","True",0,"#N/A",0,"Rock",0,272588,NULL
38,442,1958,"Applejacks","Rocka-Conga","True",0,"#N/A",0,"Rock",0,272592,NULL
28,547,1958,"The Cadillacs","Peek-A-Boo","True",0,"male",6,"R&B",0,7456483,NULL
59,192,1958,"The Champs","Chariot Rock","True",0,"#N/A",0,"Pop",0,5761094,NULL
94,7,1958,"The Champs","Midnighter","True",0,"#N/A",0,"Pop",0,5761118,NULL
95,6,1958,"The Chargers","Old MacDonald","False",NULL,NULL,NULL,NULL,NULL,NULL,NULL
1,1020,1958,"The Chipmunks & David Seville (Holiday)","Chipmunk Song (Christmas Don't Be Late), The","True",NULL,NULL,NULL,NULL,NULL,NULL,NULL
7,435,1958,"The Coasters","Yakety Yak","True",0,"male",8,"Pop",7,13589510,NULL
2,1517,1958,"The Crests","16 Candles","True",0,"male",7,"R&B",0,7553894,NULL
58,43,1958,"Buddy Holly & The Crickets","Fool's Paradise","True",0,"male",7,"Pop",0,1916694,NULL
27,419,1958,"The Crickets","Think It Over","True",0,"male",6,"Rock",0,2945777,NULL
85,16,1958,"The Daddy-O's","Got A Match","True",0,"male",2,"Pop",10,642701,NULL
16,559,1958,"The Danleers","One Summer Night","True",0,"male",6,"Rock",0,8784320,NULL
99,2,1958,"The DeCastro Sisters","Who Are They To Say","False",0,"female",4,"Pop",2,10734329,NULL
73,97,1958,"The Diamonds","Happy Years","True",NULL,NULL,NULL,NULL,NULL,NULL,NULL
45,243,1958,"The Diamonds","Kathy-O","True",NULL,NULL,NULL,NULL,NULL,NULL,NULL
29,590,1958,"The Diamonds","Walking Along","True",NULL,NULL,NULL,NULL,NULL,NULL,NULL
58,59,1958,"The Drifters","Drip Drop","True",0,"male",7,"Pop",0,8013141,NULL
86,15,1958,"The Drifters","Moonlight Bay (Remastered)","True",NULL,NULL,NULL,NULL,NULL,NULL,NULL
1,1406,1958,"The Elegants","Little Star","True",0,"male",6,"R&B",0,8994845,NULL
49,68,1958,"The Everly Brothers","All I Have To Do Is Dream","True",0,"duet",6,"Pop",0,12088314,NULL
2,1460,1958,"The Everly Brothers","Bird Dog","True",0,"male",6,"Pop",0,12088344,NULL
10,1039,1958,"The Everly Brothers","Devoted To You","True",0,"male",6,"Pop",0,12088334,NULL
40,202,1958,"The Everly Brothers","Love Of My Life","True",NULL,NULL,NULL,NULL,NULL,NULL,NULL
2,1168,1958,"The Everly Brothers","Problems","True",0,"male",7,"Pop",0,12088348,NULL
33,426,1958,"The Five Blobs","Blob, The","True",0,"#N/A",0,"Rock",0,14033419,NULL
94,7,1958,"The Fontane Sisters","Jealous Heart","False",NULL,NULL,NULL,NULL,NULL,NULL,NULL
63,87,1958,"The Four Aces","World Outside, The","True",NULL,NULL,NULL,NULL,NULL,NULL,NULL
21,624,1958,"The Four Aces","World Outside, The","True",NULL,NULL,NULL,NULL,NULL,NULL,NULL
72,72,1958,"The Four Coins","Wendy, Wendy","False",NULL,NULL,NULL,NULL,NULL,NULL,NULL
21,856,1958,"Four Esquires","Hideaway","True",NULL,NULL,NULL,NULL,NULL,NULL,NULL
29,330,1958,"The Four Lads","Enchanted Island","False",NULL,NULL,NULL,NULL,NULL,NULL,NULL
32,475,1958,"The Four Lads","Mocking Bird, The","True",NULL,NULL,NULL,NULL,NULL,NULL,NULL
67,34,1958,"The Four Preps","Big Man","True",0,"male",4,"Pop",0,6052334,NULL
69,121,1958,"The Four Preps","Cinderella","True",NULL,NULL,NULL,NULL,NULL,NULL,NULL
21,575,1958,"The Four Preps","Lazy Summer Night","True",2,"male",6,"Pop",0,6052341,"https://p.scdn.co/mp3-preview/9717d4d47aa731044957cf7e536891cb415fac66?cid=635a94c846854eb29813825c79d704a2"
98,3,1958,"The Gaylords","Flamingo L'Amore","False",NULL,NULL,NULL,NULL,NULL,NULL,NULL
97,4,1958,"The Gaylords","Ma, Ma, Ma, Marie","True",NULL,NULL,NULL,NULL,NULL,NULL,NULL
13,1604,1958,"Harry Simeone Chorale (Holiday)","Little Drummer Boy (Single Version), The","True",NULL,NULL,NULL,NULL,NULL,NULL,NULL
69,32,1958,"The Honeycones","Op","False",NULL,NULL,NULL,NULL,NULL,NULL,NULL
26,851,1958,"The Jamies","Summertime, Summertime","True",0,"female",7,"Pop",0,10207112,NULL
9,747,1958,"Johnny Otis","Willie And The Hand Jive","True",0,"male",7,"Pop",0,672797,NULL
84,37,1958,"The Kingsmen","Week End","False",NULL,NULL,NULL,NULL,NULL,NULL,NULL
1,1714,1958,"The Kingston Trio","Tom Dooley","True",0,"male",4,"Folk",2,16082487,NULL
50,94,1958,"The Kirby Stone Four","Baubles, Bangles And Beads","True",NULL,NULL,NULL,NULL,NULL,NULL,NULL
80,21,1958,"McGuire Sisters","Volare (Nel Blu, Dipinto Di Blu)","True",0,"female",7,"Pop",0,673864,NULL
26,643,1958,"Nu Tornados","Philadelphia U.S.A.","True",NULL,NULL,NULL,NULL,NULL,NULL,NULL
71,68,1958,"The Olympics","(I Wanna) Dance With The Teacher","True",0,"male",8,"R&B",0,789114,NULL
8,899,1958,"The Olympics","Western Movies","True",0,"male",6,"Pop",0,789113,NULL
42,288,1958,"The Platters","I Wish","True",0,"male",6,"R&B",0,46694,NULL
93,13,1958,"The Platters","It's Raining Outside (Chove La Fora)","True",0,"male",6,"R&B",0,46693,NULL
1,1587,1958,"The Platters","Smoke Gets In Your Eyes","True",0,"male",5,"Pop",0,46691,NULL
65,85,1958,"The Platters","You're Making A Mistake","True",0,"male",6,"R&B",0,46696,NULL
62,136,1958,"Playboys","Over The Weekend","True",0,"male",5,"R&B",0,272578,NULL
4,1199,1958,"The Playmates","Beep Beep","True",0,"#N/A",0,"Rock",0,10703676,NULL
70,42,1958,"The Playmates","Don't Go Home","False",NULL,NULL,NULL,NULL,NULL,NULL,NULL
81,34,1958,"The Playmates","The Day I Died","False",NULL,NULL,NULL,NULL,NULL,NULL,NULL
20,655,1958,"The Quin-Tones","Down the Aisle of Love","True",2,"female",7,"Pop",0,14116034,"https://p.scdn.co/mp3-preview/af96323d57a613b856ae94b043f4db5797585249?cid=774b29d4f13844c495f206cafdad9c86"
84,29,1958,"The Redjacks","Big Brown Eyes","False",NULL,NULL,NULL,NULL,NULL,NULL,NULL
24,467,1958,"Bobby Darin & The Rinky-Dinks","Early In The Morning","True",NULL,NULL,NULL,NULL,NULL,NULL,NULL
73,98,1958,"The Rivieras","Count Every Star","True",2,"male",5,"R&B",0,6252713,"https://p.scdn.co/mp3-preview/0d400f97a6986fc4f227031cfd2377e2a65d4d77?cid=774b29d4f13844c495f206cafdad9c86"
17,1057,1958,"Royal Tones","Poor Boy","True",NULL,NULL,NULL,NULL,NULL,NULL,NULL
15,904,1958,"Shields","You Cheated","True",0,"male",5,"Pop",0,10710065,NULL
42,326,1958,"The Slades","You Cheated","True",NULL,NULL,NULL,NULL,NULL,NULL,NULL
100,1,1958,"The Swallows","Itchy Twitchy Feeling","True",2,"male",8,"R&B",0,459280,NULL
1,1776,1958,"Teddy Bears","To Know Him Is To Love Him","True",2,"female",5,"Pop",0,12274180,"https://p.scdn.co/mp3-preview/3cb52452de876754bacb663d2a5e142de37926db?cid=774b29d4f13844c495f206cafdad9c86"
55,93,1958,"The Three G's","Let's Go Steady for the Summer","True",NULL,NULL,NULL,NULL,NULL,NULL,NULL
70,60,1958,"The Tommy Dorsey Orchestra Starring Warren Covington","I Want To Be Happy Cha Cha","False",2,"male",6,"Rock",2,136044,"https://p.scdn.co/mp3-preview/23849aca5add574f6700fb36e4df8aba8f327626?cid=635a94c846854eb29813825c79d704a2"
7,1419,1958,"The Tommy Dorsey Orchestra","Tea For Two Cha Cha","False",NULL,NULL,NULL,NULL,NULL,NULL,NULL
44,359,1958,"The Tune Rockers","Green Mosquito, The","True",NULL,NULL,NULL,NULL,NULL,NULL,NULL
75,48,1958,"The Upbeats","Just Like In The Movies","False",NULL,NULL,NULL,NULL,NULL,NULL,NULL
96,5,1958,"Thurston Harris","Over And Over","True",NULL,NULL,NULL,NULL,NULL,NULL,NULL
1,1813,1958,"Tommy Edwards","It's All in The Game (New Version)","True",0,"male",4,"Rock",0,8999508,NULL
15,998,1958,"Tommy Edwards","Love Is All We Need","True",0,"male",5,"R&B",0,803847,NULL
61,75,1958,"Tommy Edwards","Please Love Me Forever","True",0,"male",4,"R&B",0,803846,NULL
76,74,1958,"Tommy Mara","Where the Blue of the Night","True",0,"male",5,"Pop",0,10721316,NULL
50,218,1958,"Tommy Sands","Blue Ribbon Baby","True",0,"male",5,"Pop",0,6515568,NULL
69,186,1958,"Tommy Sands And The Raiders","The Worryin' Kind","False",NULL,NULL,NULL,NULL,NULL,NULL,NULL
63,142,1958,"Toni Arden","Padre","False",NULL,NULL,NULL,NULL,NULL,NULL,NULL
33,234,1958,"Tony And Joe","The Freeze","False",NULL,NULL,NULL,NULL,NULL,NULL,NULL
20,774,1958,"Tony Bennett","Firefly","True",NULL,NULL,NULL,NULL,NULL,NULL,NULL
59,62,1958,"Tony Bennett","Young And Warm And Wonderful (2011 Remaster)","True",NULL,NULL,NULL,NULL,NULL,NULL,NULL
60,162,1958,"Tony Dallara","Come Prima","True",0,"male",8,"Pop",0,8791972,NULL
80,67,1958,"Wade Flemons & The Newcomers","Here I Stand","True",0,"#N/A",0,"Country",0,4335471,NULL
81,31,1958,"Warren Storm","Prisoner's Song","True",0,"male",5,"R&B",0,6268889,NULL
87,27,1959,"The Five Satins","Shadows","True",0,"male",5,"R&B",3,5760280,NULL
62,115,1959,"Addrisi Brothers","Cherrystone","False",0,"male",7,"Pop",0,198244,NULL
63,186,1959,"Al Martino","Darling I Love You","True",NULL,NULL,NULL,NULL,NULL,NULL,NULL
44,287,1959,"Al Martino","I Can't Get You Out Of My Heart","True",NULL,NULL,NULL,NULL,NULL,NULL,NULL
46,420,1959,"Andre Previn With David Rose","Like Young","False",NULL,NULL,NULL,NULL,NULL,NULL,NULL
5,1212,1959,"Andy Williams","Lonely Street","True",2,"male",5,"Country",2,2974727,"https://p.scdn.co/mp3-preview/bee38ce569abd64d7ed8f79a2169d92dc4cb4da3?cid=774b29d4f13844c495f206cafdad9c86"
7,892,1959,"Andy Williams","Village Of St Bernadette, The","True",NULL,NULL,NULL,NULL,NULL,NULL,NULL
94,7,1959,"Anita Bryant","Do-Re-Mi","False",NULL,NULL,NULL,NULL,NULL,NULL,NULL
78,56,1959,"Anita Bryant","Promise Me A Rose (A Slight Detail)","False",0,"female",3,"Pop",0,877393,NULL
62,169,1959,"Anita Bryant","Six Boys And Seven Girls","False",0,"female",7,"Pop",0,10721325,NULL
30,655,1959,"Anita Bryant","Till There Was You","False",0,"female",7,"Pop",0,10721325,NULL
20,1015,1959,"Annette With The Afterbeats","First Name Initial","False",NULL,NULL,NULL,NULL,NULL,NULL,NULL
74,56,1959,"Annette With The Afterbeats","My Heart Became Of Age","False",NULL,NULL,NULL,NULL,NULL,NULL,NULL
7,1027,1959,"Annette With The Afterbeats","Tall Paul","False",NULL,NULL,NULL,NULL,NULL,NULL,NULL
73,86,1959,"Annette Funicello","Jo-Jo The Dog-Faced Boy","True",NULL,NULL,NULL,NULL,NULL,NULL,NULL
50,360,1959,"Annette Funicello","Lonely Guitar","True",NULL,NULL,NULL,NULL,NULL,NULL,NULL
86,23,1959,"April Stevens","Teach Me Tiger","True",NULL,NULL,NULL,NULL,NULL,NULL,NULL
55,181,1959,"Arthur Lyman","Taboo (1960)","True",0,"#N/A",0,"Jazz",0,1216183,NULL
99,2,1959,"Betty Johnson","You Can't Gt to Heaven","True",NULL,NULL,NULL,NULL,NULL,NULL,NULL
44,521,1959,"Big Jay McNeely","There Is Something On Your Mind","True",NULL,NULL,NULL,NULL,NULL,NULL,NULL
17,751,1959,"Bill Black's Combo","Smokie Part 2","True",NULL,NULL,NULL,NULL,NULL,NULL,NULL
46,454,1959,"Bill Haley & His Comets","Joey's Song","True",NULL,NULL,NULL,NULL,NULL,NULL,NULL
88,40,1959,"Billy & Lillie","Bells, Bells, Bells (The Bell Song)","False",NULL,NULL,NULL,NULL,NULL,NULL,NULL
50,297,1959,"Billy Grammer","Bonaparte's Retreat","True",0,"male",4,"Country",0,1786344,NULL
60,198,1959,"Billy Grammer","Kissin' Tree, The","True",0,"male",5,"Country",0,1786347,NULL
53,274,1959,"Billy Graves","Shag (Is Totally Cool), The","True",0,"male",5,"Rock",0,10721150,NULL
28,714,1959,"Billy Storm","I've Come Of Age","False",NULL,NULL,NULL,NULL,NULL,NULL,NULL
89,12,1959,"Billy Vaughn And His Orchestra","Hawaiian War Chant","False",NULL,NULL,NULL,NULL,NULL,NULL,NULL
82,62,1959,"Billy Vaughn And His Orchestra","Your Cheatin' Heart","False",NULL,NULL,NULL,NULL,NULL,NULL,NULL
75,26,1959,"Billy Williams","Goodnight Irene","False",NULL,NULL,NULL,NULL,NULL,NULL,NULL
39,542,1959,"Billy Williams","Nola","False",NULL,NULL,NULL,NULL,NULL,NULL,NULL
62,88,1959,"Bo Diddley","Crackin' Up","True",0,"male",7,"Rock",2,312108,NULL
20,732,1959,"Bo Diddley","Say Man","True",0,"#N/A",6,"Pop",10,5135,NULL
32,981,1959,"Bob Beckham","Just As Much As Ever","True",NULL,NULL,NULL,NULL,NULL,NULL,NULL
39,338,1959,"Bob McFadden & Dor (Holiday)","Mummy, The","True",0,"male",3,"Pop",10,7522704,NULL
52,231,1959,"Bobby Comstock","Tennessee Waltz","False",NULL,NULL,NULL,NULL,NULL,NULL,NULL
2,1353,1959,"Bobby Darin","Dream Lover","True",0,"male",6,"Pop",0,15145,NULL
1,2202,1959,"Bobby Darin","Mack The Knife","True",0,"male",7,"Pop",0,15143,NULL
38,387,1959,"Bobby Darin","Plain Jane","True",2,"male",5,"Rock",0,15147,"https://p.scdn.co/mp3-preview/ef7b988612a4a66039c4484a09070037ba025279?cid=774b29d4f13844c495f206cafdad9c86"
82,19,1959,"Bobby Day","Gotta New Girl","True",NULL,NULL,NULL,NULL,NULL,NULL,NULL
98,3,1959,"Bobby Day","That's All I Want","True",0,"male",8,"Pop",0,15708268,NULL
93,8,1959,"Bobby Freeman","Ebb Tide","True",0,"male",7,"R&B",0,1946551,NULL
90,19,1959,"Bobby Freeman","Mary Ann Thomas","True",0,"male",7,"R&B",0,1946549,NULL
71,138,1959,"Bobby Peterson Quintet","The Hunch","False",NULL,NULL,NULL,NULL,NULL,NULL,NULL
46,225,1959,"Bobby Rydell","I Dig Girls","True",0,"male",5,"Pop",2,368625,NULL
11,935,1959,"Bobby Rydell","Kissin' Time","True",NULL,NULL,NULL,NULL,NULL,NULL,NULL
6,1304,1959,"Bobby Rydell","We Got Love","True",0,"male",7,"Rock",0,272594,NULL
77,61,1959,"Bobby Vee & The Shadows","Suzie Baby","True",NULL,NULL,NULL,NULL,NULL,NULL,NULL
97,8,1959,"Bonnie Guitar","Candy Apple Red","True",NULL,NULL,NULL,NULL,NULL,NULL,NULL
73,74,1959,"Boyd Bennett","Boogie Bear","False",NULL,NULL,NULL,NULL,NULL,NULL,NULL
4,1630,1959,"Brenda Lee","Sweet Nothin's","True",NULL,NULL,NULL,NULL,NULL,NULL,NULL
12,858,1959,"Brook Benton","Endlessly","True",0,"male",4,"Pop",0,9779,NULL
78,73,1959,"Brook Benton","Hurtin' Inside","True",NULL,NULL,NULL,NULL,NULL,NULL,NULL
3,1304,1959,"Brook Benton","It's Just A Matter Of Time","True",0,"male",4,"Pop",0,9778,NULL
38,289,1959,"Brook Benton","So Close","True",NULL,NULL,NULL,NULL,NULL,NULL,NULL
6,1209,1959,"Brook Benton","So Many Ways","True",NULL,NULL,NULL,NULL,NULL,NULL,NULL
16,920,1959,"Brook Benton","Thank You Pretty Baby","True",0,"male",5,"Pop",0,9780,NULL
66,121,1959,"Brook Benton (Holiday)","This Time Of The Year","True",NULL,NULL,NULL,NULL,NULL,NULL,NULL
82,19,1959,"Brook Benton","With All Of My Heart","True",NULL,NULL,NULL,NULL,NULL,NULL,NULL
13,873,1959,"Buddy Holly","It Doesn't Matter Anymore","True",2,"male",5,"Pop",0,28145,"https://p.scdn.co/mp3-preview/da1fdafb04fd02d7dfa58a6af58fe46890aa5bff?cid=774b29d4f13844c495f206cafdad9c86"
88,19,1959,"Buddy Holly","Raining In My Heart","True",0,"male",5,"Pop",0,28144,NULL
55,172,1959,"Buddy Knox","I Think I'm Gonna Kill Myself","True",NULL,NULL,NULL,NULL,NULL,NULL,NULL
85,26,1959,"Buddy Knox & Jimmy Bowen","Teasable, Pleasable You","True",NULL,NULL,NULL,NULL,NULL,NULL,NULL
88,19,1959,"Buddy Knox & Jimmy Bowen","That's Why I Cry","True",NULL,NULL,NULL,NULL,NULL,NULL,NULL
67,77,1959,"Carl Dobkins Jr.","If You Don""t Want My Love","True",0,"male",5,"Pop",2,660152,NULL
25,845,1959,"Carl Dobkins Jr.","Lucky Devil","True",0,"male",4,"Pop",0,660155,NULL
3,1609,1959,"Carl Dobkins Jr.","My Heart Is An Open Book","True",0,"male",6,"Pop",0,5149050,NULL
25,853,1959,"Carl Mann","Mona Lisa","True",0,"male",5,"Rock",0,7028056,NULL
57,230,1959,"Carl Mann","Pretend","True",0,"male",5,"Rock",0,7028057,NULL
93,12,1959,"Carl Perkins","Pointed Toe Shoes","True",NULL,NULL,NULL,NULL,NULL,NULL,NULL
43,336,1959,"Carl Smith","Ten Thousand Drums","True",0,"male",5,"Country",2,11649675,NULL
42,520,1959,"Cathy Carr","First Anniversary","True",0,"female",5,"Pop",2,790008,NULL
63,132,1959,"Cathy Carr","I'm Gonna Change Him","False",NULL,NULL,NULL,NULL,NULL,NULL,NULL
55,210,1959,"Charlie Blackwell","Midnight Oil","True",0,"male",8,"Pop",0,2590762,NULL
49,289,1959,"Chet Atkins","Boo Boo Stick Beat","True",0,"#N/A",0,"Country",0,519914,NULL
74,116,1959,"Chico Holiday","Young Ideas","False",NULL,NULL,NULL,NULL,NULL,NULL,NULL
5,1022,1959,"Chris Barber & His Jazz Band","Petite Fleur (Little Flower)","True",NULL,NULL,NULL,NULL,NULL,NULL,NULL
38,293,1959,"Chubby Checker","Class, The","True",0,"male",5,"R&B",4,272584,NULL
32,636,1959,"Chuck Berry","Almost Grown","True",0,"male",6,"Rock",7,1896398,NULL
60,144,1959,"Chuck Berry","Anthony Boy","True",0,"male",5,"Pop",4,1896402,NULL
37,350,1959,"Chuck Berry","Back In The USA","True",2,"male",7,"Rock",2,38109,"https://p.scdn.co/mp3-preview/fe133e1486d9036e27bf1a5adf589cf623b787ca?cid=774b29d4f13844c495f206cafdad9c86"
80,52,1959,"Chuck Berry","LIttle Queenie","True",0,"male",6,"Pop",3,251816,NULL
30,665,1959,"Cliff Richard & The Drifters","Living Doll","True",2,"male",4,"R&B",0,9798071,"https://p.scdn.co/mp3-preview/46592f7ca00b7837f9a55e11c3bdbff50420f258?cid=635a94c846854eb29813825c79d704a2"
70,72,1959,"Clyde McPhatter","I Told Myself A Lie","True",0,"male",7,"R&B",0,5549066,NULL
48,267,1959,"Clyde McPatter","Let's Try Again","True",0,"male",6,"R&B",0,8831367,NULL
49,280,1959,"Clyde McPhatter","Lovey Dovey","True",0,"male",6,"Pop",0,485220,NULL
38,597,1959,"Clyde McPhatter","Since You've Been Gone","True",0,"male",7,"R&B",0,485227,NULL
91,17,1959,"Clyde McPhatter","Twice As Nice","True",0,"male",6,"R&B",0,5549051,NULL
72,77,1959,"Clyde McPhatter","You Went Back On Your Word Little Girl","True",0,"male",7,"Rock",0,485224,NULL
99,3,1959,"Clyde Stacy","So Young","False",NULL,NULL,NULL,NULL,NULL,NULL,NULL
7,1036,1959,"Connie Francis","Among My Souvenirs","True",0,"female",6,"Pop",0,15039246,NULL
9,1091,1959,"Connie Francis","Frankie","True",NULL,NULL,NULL,NULL,NULL,NULL,NULL
36,402,1959,"Connie Francis","God Bless America","True",NULL,NULL,NULL,NULL,NULL,NULL,NULL
22,585,1959,"Connie Francis","If I Didn't Care","True",NULL,NULL,NULL,NULL,NULL,NULL,NULL
5,1281,1959,"Connie Francis","Lipstick on Your Collar","True",0,"female",6,"Pop",0,13680904,NULL
69,141,1959,"Connie Francis","Plenty Good Lovin'","True",NULL,NULL,NULL,NULL,NULL,NULL,NULL
34,507,1959,"Connie Francis","You're Gonna Miss Me","True",NULL,NULL,NULL,NULL,NULL,NULL,NULL
10,1229,1959,"Conway Twitty","Danny Boy","True",0,"male",6,"Country",2,5996506,NULL
87,21,1959,"Conway Twitty","Hey Little Lucy (Don'tcha Put No Lipstick On)","True",NULL,NULL,NULL,NULL,NULL,NULL,NULL
6,976,1959,"Conway Twitty","It's Only Make Believe","True",0,"male",4,"Pop",0,5996499,NULL
29,538,1959,"Conway Twitty","Mona Lisa","True",0,"male",6,"Pop",0,1076402,NULL
28,597,1959,"Conway Twitty","Story Of My Love (Single Version), The","True",NULL,NULL,NULL,NULL,NULL,NULL,NULL
47,469,1959,"Cookie And His Cupcakes","Matilda","False",NULL,NULL,NULL,NULL,NULL,NULL,NULL
94,7,1959,"Billy Crash Craddock","Don't Destroy Me","True",NULL,NULL,NULL,NULL,NULL,NULL,NULL
13,887,1959,"Cyril Stapleton And His Orchestra","The Children's Marching Song (Nick Nack Taddy Whack)","False",NULL,NULL,NULL,NULL,NULL,NULL,NULL
52,226,1959,"Dale Hawkins","Yea-Yea","True",NULL,NULL,NULL,NULL,NULL,NULL,NULL
34,195,1959,"Dancer, Prancer & Nervous (Holiday)","Happy Reindeer, The","True",NULL,NULL,NULL,NULL,NULL,NULL,NULL
71,79,1959,"Danny Zella and his Zell Rocks","Wicked Ruby","False",NULL,NULL,NULL,NULL,NULL,NULL,NULL
1,1321,1959,"Dave ""Baby"" Cortez","Happy Organ, The","True",0,"#N/A",0,"R&B",0,921191,NULL
61,202,1959,"Dave ""Baby"" Cortez","Whistling Organ, The","True",0,"#N/A",0,"R&B",0,921198,NULL
92,17,1959,"David Hill","Living Doll","False",NULL,NULL,NULL,NULL,NULL,NULL,NULL
90,13,1959,"David Hill","Two Brothers","False",NULL,NULL,NULL,NULL,NULL,NULL,NULL
3,947,1959,"David Seville & The Chipmunks (Holiday)","Alvin's Harmonica","True",0,"male",8,"Children",3,16446013,NULL
16,578,1959,"The Chipmunks & David Seville","Ragtime Cowboy Joe","True",NULL,NULL,NULL,NULL,NULL,NULL,NULL
39,636,1959,"The Chipmunks & David Seville (Holiday)","Chipmunk Song (Christmas Don't Be Late), The","True",NULL,NULL,NULL,NULL,NULL,NULL,NULL
86,15,1959,"David Seville","Judy","False",NULL,NULL,NULL,NULL,NULL,NULL,NULL
42,319,1959,"Dean & Marc","Tell Him No","False",NULL,NULL,NULL,NULL,NULL,NULL,NULL
